Wkr-Nr.;Land;Wahlkreisname;Wahlberechtigte (A);Wahlberechtigte ohne Sperrvermerk (A1);Wahlberechtigte mit Sperrvermerk (A2);Wahlberechtigte nach § 25 Abs 2 BWO (A3);Wählende (B);Wählende mit Wahlschein (B1);Ungültige;Ungültig;Gültige;Gültig;CDU;CDU;SPD;SPD;AfD;AfD;FDP;FDP;DIE LINKE;DIE LINKE;GRÜNE;GRÜNE;CSU;CSU;FREIE WÄHLER;FREIE WÄHLER;Die PARTEI;Die PARTEI;Tierschutzpartei;Tierschutzpartei;HEIMAT;HEIMAT;PIRATEN;PIRATEN;ÖDP;ÖDP;V-Partei³;V-Partei³;DiB;DiB;BP;BP;Tierschutzallianz;Tierschutzallianz;MLPD;MLPD;Verjüngungsforschung;Verjüngungsforschung;MENSCHLICHE WELT;MENSCHLICHE WELT;DKP;DKP;Die Grauen;Die Grauen;BüSo;BüSo;Die Humanisten;Die Humanisten;Gartenpartei;Gartenpartei;du;du;SGP;SGP;dieBasis;dieBasis;Bündnis C;Bündnis C;BÜRGERBEWEGUNG;BÜRGERBEWEGUNG;III Weg;III Weg;Bündnis21;Bündnis21;LIEBE;LIEBE;LKR;LKR;PdF;PdF;LfK;LfK;SSW;SSW;Team Todenhöfer;Team Todenhöfer;UNABHÄNGIGE;UNABHÄNGIGE;Volt;Volt;Volksabstimmung;B*;sonstige;FAMILIE;Graue Panther;KlimalisteBW;THP;WGr/EB
;;;;;;;;;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen
277;BW;Rhein-Neckar;196882;114366;82513;3;154085;79067;1588;1403;152497;152682;43487;38871;41205;35847;15296;15701;17769;21941;4006;4320;22696;24072;0;0;3979;2620;0;1362;0;2033;0;244;0;546;0;275;0;0;0;104;0;0;0;0;0;33;0;234;0;0;0;33;0;0;0;0;0;134;0;0;0;0;;0;3238;2436;0;363;0;142;0;0;0;31;0;0;0;45;;0;;0;0;0;0;614;0;0;0;681;0;0;0;0;0;0;0;821
278;BW;Bruchsal – Schwetzingen;195755;109863;85892;0;152231;82055;2028;1455;150203;150776;44465;38866;32836;34434;17352;17462;17635;21978;3854;4125;22154;20858;0;0;5054;3258;2553;1527;0;2726;0;193;0;457;0;217;0;0;0;103;0;0;0;0;0;20;0;257;0;0;0;20;0;0;0;0;0;160;0;0;0;0;;0;2878;2416;0;198;0;202;0;0;0;51;0;0;0;24;;0;;0;0;0;0;680;0;0;0;544;0;0;0;0;0;0;0;1422
279;BW;Pforzheim;217126;131910;85213;3;163982;81301;1441;1365;162541;162617;46291;39324;33957;34262;22943;22028;20632;26504;3772;4342;20679;21213;0;0;4407;2914;2270;1532;3963;3276;0;218;0;561;0;318;0;0;0;115;0;0;0;0;0;62;0;206;0;0;0;18;0;0;0;0;0;177;0;0;0;0;;0;2555;2428;0;819;1023;866;0;0;0;55;0;0;0;52;;0;;0;0;0;0;710;0;0;0;617;0;0;0;0;0;0;0;49
280;BW;Calw;199092;123811;75275;6;152863;71823;1350;1275;151513;151588;51208;42841;26111;28571;18668;19473;22685;26770;2998;3656;17712;17301;0;0;4202;3076;1526;1155;2749;2232;0;197;0;477;0;451;0;0;0;109;0;0;0;0;0;29;0;189;0;0;0;28;0;0;0;0;0;116;0;0;0;0;;0;3083;2992;0;795;0;202;0;0;0;48;0;0;180;98;;0;;0;0;0;0;529;0;0;0;253;0;0;0;0;0;391;0;0
281;BW;Freiburg;224392;119876;104516;0;180976;99736;1207;1103;179769;179873;37111;31296;47198;38183;8107;8854;13835;19145;9604;12429;51777;56861;0;0;2769;1821;2730;1719;0;2092;0;60;0;475;0;571;0;0;0;220;0;0;0;0;134;74;0;145;0;0;0;19;0;0;0;0;561;280;0;0;0;0;;0;4115;3779;0;281;0;96;0;0;0;35;0;0;0;27;;0;;0;0;0;0;610;0;0;1043;801;0;0;0;0;0;785;0;0
282;BW;Lörrach – Müllheim;231076;136938;94138;0;174064;89483;1720;1495;172344;172569;43509;38501;37496;41834;13981;14195;24430;24669;4580;5532;35558;32817;0;0;3530;2784;2586;1698;0;2479;0;150;1009;734;0;357;550;0;0;164;0;0;0;0;168;73;0;228;0;0;0;32;0;0;0;0;0;146;0;0;0;0;;0;4799;4136;0;592;0;195;0;0;0;60;0;0;148;63;;0;;0;0;0;0;676;0;0;0;454;0;0;0;0;0;0;0;0
283;BW;Emmendingen – Lahr;218872;128632;90240;0;168004;86111;1349;1432;166655;166572;46406;41323;46316;39727;14396;14971;16620;22136;4921;5209;23345;28724;0;0;3963;3146;1980;1514;3601;3122;0;168;0;568;1159;676;0;0;0;168;0;0;0;0;0;22;0;181;0;0;0;24;0;0;0;0;0;120;0;0;0;0;;0;3325;3147;0;332;0;169;0;0;0;64;0;0;0;31;;0;;0;0;0;0;477;0;0;623;553;0;0;0;0;0;0;0;0
284;BW;Offenburg;205893;125818;80071;4;156776;76052;1623;1576;155153;155200;54148;40210;29003;33043;13876;15320;16692;22799;4254;4423;21717;23083;0;0;5881;3729;2627;1465;0;2290;0;146;0;580;0;288;0;0;0;139;0;0;0;0;0;19;0;221;0;0;0;19;0;0;0;0;0;139;0;0;0;0;;0;6955;5471;0;173;0;230;0;0;0;62;0;0;0;43;;0;;0;0;0;0;867;0;0;0;441;0;0;0;0;0;0;0;0
285;BW;Rottweil – Tuttlingen;198182;121157;77025;0;149664;73422;1826;1851;147838;147813;46535;40818;23989;27523;20293;19747;24784;26768;3177;3320;18184;16036;0;0;3733;2726;0;973;0;1965;0;221;0;549;1541;827;0;0;0;106;0;0;0;0;0;12;0;216;0;0;0;24;0;0;0;0;544;243;0;0;0;0;;0;5058;4135;0;299;0;188;0;0;0;65;0;0;0;37;;0;;0;0;0;0;644;0;0;0;371;0;0;0;0;0;0;0;0
286;BW;Schwarzwald-Baar;162800;100705;62094;1;122862;59202;1370;1340;121492;121522;44188;32309;21996;25814;12795;13097;16747;19696;2757;3062;14692;16181;0;0;3306;2390;0;843;0;1602;0;196;0;442;0;276;0;0;0;100;0;0;0;0;140;58;0;189;0;0;0;40;0;0;0;0;0;107;0;0;0;0;;0;4871;3819;0;292;0;152;0;0;0;51;0;0;0;33;;0;;0;0;0;0;416;0;0;0;357;0;0;0;0;0;0;0;0
287;BW;Konstanz;206009;116075;89934;0;157563;85974;1277;1163;156286;156400;53362;36209;31486;32657;13487;13341;17047;23509;5591;5804;28142;32913;0;0;2809;2204;2838;1643;0;1928;0;141;0;546;945;463;0;0;0;140;0;0;0;0;0;33;0;141;0;0;0;35;0;0;0;0;0;164;0;0;0;0;;0;0;3022;0;221;0;167;0;0;0;45;0;0;180;103;;0;;0;0;0;0;401;0;0;0;570;0;0;0;0;0;0;0;399
288;BW;Waldshut;177275;107465;69807;3;136195;66733;1318;1173;134877;135022;45335;35595;34449;30782;11420;11265;10217;18422;3606;3895;20679;23294;0;0;3482;2534;0;894;0;1732;0;110;0;471;895;469;0;0;0;113;0;0;0;0;0;34;0;155;0;0;0;17;0;0;0;0;0;102;0;0;0;0;;0;3975;3634;0;216;0;160;0;0;0;53;0;0;0;28;;0;;0;0;0;0;391;0;0;819;656;0;0;0;0;0;0;0;0
289;BW;Reutlingen;199189;119697;79492;0;153820;75900;1343;1245;152477;152575;49631;39504;27236;31535;15356;15652;20411;25288;6169;5081;25399;24197;0;0;3139;2434;2211;1239;0;1700;0;151;0;552;0;329;0;0;0;105;0;0;0;0;178;79;0;180;0;0;0;21;0;0;0;0;0;176;0;0;0;0;;0;2747;2442;0;445;0;205;0;0;0;71;0;0;0;49;;0;;0;0;0;0;689;0;0;0;451;0;0;0;0;0;0;0;0
290;BW;Tübingen;198791;112675;86116;0;160835;82399;1207;1054;159628;159781;43024;34775;28982;32576;12484;12548;15059;22678;7526;8231;40978;37424;0;0;2789;1978;1952;1292;2544;1777;0;132;0;532;743;503;0;0;493;223;0;0;0;0;114;50;0;155;0;0;0;42;0;0;0;0;0;208;0;0;0;0;;0;2940;2666;0;323;0;147;0;0;0;37;0;0;0;36;;0;;0;0;0;0;838;0;0;0;610;0;0;0;0;0;0;0;0
291;BW;Ulm;223376;134666;88710;0;177537;85143;1539;1372;175998;176165;57608;46805;32176;36418;15932;16046;19745;25389;4604;5377;33012;31238;0;0;4961;3808;2002;1529;3303;2491;0;173;1669;914;0;515;0;0;0;143;0;0;0;0;136;87;0;252;0;0;0;36;0;0;0;0;481;310;0;0;0;0;;0;0;2566;0;353;0;212;0;0;0;68;0;0;0;63;;0;;0;0;0;0;820;0;0;0;552;0;0;0;0;0;369;0;0
292;BW;Biberach;169147;97923;71223;1;133345;68250;1174;1115;132171;132230;46458;40472;24567;23152;13469;14308;13045;19163;2064;2967;17912;18070;0;0;4431;4155;1471;1175;2371;1921;0;158;760;559;2489;1191;0;0;0;122;0;0;0;0;0;12;0;189;0;0;0;16;0;0;0;0;0;117;0;0;0;0;;0;3134;3207;0;241;0;200;0;0;0;43;0;0;0;27;;0;;0;0;0;0;433;0;0;0;332;0;0;0;0;0;0;0;0
293;BW;Bodensee;174430;100580;73850;0;137838;70475;1083;990;136755;136848;41624;36571;28501;26989;12584;11916;16751;21611;3705;3905;23385;23635;0;0;3047;2526;2079;1345;0;1433;0;94;0;490;931;555;0;0;0;133;0;0;0;0;0;27;0;125;0;0;0;32;0;0;0;0;0;117;0;0;0;0;;0;4045;3862;0;202;0;158;0;0;0;52;0;0;0;49;;0;;0;0;0;0;563;0;0;0;458;0;0;0;0;0;0;0;103
294;BW;Ravensburg;187817;109292;78525;0;147020;75097;1080;1042;145940;145978;44597;38927;20128;27750;11727;12650;20934;21740;4365;4735;30743;25536;0;0;4441;3751;1913;1373;0;1604;0;93;0;536;1904;1091;0;0;0;163;0;0;0;0;127;46;0;160;351;0;0;18;0;0;0;0;0;121;0;0;0;0;;0;4710;4156;0;238;0;183;0;0;0;48;0;0;0;44;;0;;0;0;0;0;570;0;0;0;445;0;0;0;0;0;0;0;0
295;BW;Zollernalb – Sigmaringen;182648;115384;67264;0;138084;64037;1688;1544;136396;136540;41106;39332;24970;26716;15554;16477;18678;23200;2848;3540;23118;15503;0;0;3359;2617;1887;1335;0;1883;0;206;0;510;758;429;0;0;0;83;0;0;0;0;212;114;0;182;0;0;0;17;0;0;0;0;0;111;0;0;0;0;;0;3906;2980;0;258;0;167;0;0;0;47;0;0;0;30;;0;;0;0;0;0;545;0;0;0;258;0;0;0;0;0;0;0;0
908;BW;Land;7711531;4539786;3171672;73;5997317;3035350;54574;47657;5942743;5949660;1767316;1477612;1247455;1287934;561058;571336;711697;908039;175691;196874;1058334;1022226;0;0;143422;103611;73115;53597;21822;74702;0;6036;3438;21530;17041;17637;550;0;2609;5388;0;0;0;0;3541;2248;0;7059;351;0;0;1107;0;0;62;0;4702;6775;0;0;0;0;0;0;127340;114919;452;12625;1556;7491;0;0;0;1936;0;0;508;1578;0;0;0;0;0;0;0;26780;0;0;11146;20620;0;0;0;0;0;3967;0;5570
296;SL;Saarbrücken;192929;125992;66937;0;142697;63741;2299;2223;140398;140474;35252;28797;51749;53537;12569;13006;11647;16438;8711;13484;11143;0;0;0;2604;2191;3439;2764;0;3843;0;370;0;1009;605;698;0;0;0;0;0;0;0;0;201;141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;2179;1923;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;0;0;0;748;0;0;0;1525;0;0;0;0;0;0;0;299
297;SL;Saarlouis;203279;141862;61417;0;159170;59164;3047;2891;156123;156279;43671;38085;57354;56920;15111;15651;12777;18872;8405;10512;7383;0;0;0;4352;3315;3853;2736;0;4535;0;350;0;860;751;593;0;0;0;0;0;0;0;0;0;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;2466;2221;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;0;0;0;599;0;0;0;954;0;0;0;0;0;0;0;0
298;SL;St. Wendel;173074;116669;56405;0;139808;54205;2828;2776;136980;137032;43928;36248;48135;51229;12346;12904;11354;14916;5783;7887;5739;0;0;0;3562;2881;3261;2276;0;3808;0;293;0;741;621;595;0;0;0;0;0;0;0;0;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;2251;2094;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;0;0;0;408;0;0;0;693;0;0;0;0;0;0;0;0
299;SL;Homburg;185941;124381;61559;1;142288;58766;2676;2405;139612;139883;36472;32004;51091;52091;16210;16068;11015;15719;7312;9247;6826;0;0;0;4418;3359;3287;2202;0;4045;0;362;0;809;895;645;0;0;0;0;0;0;0;0;0;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;2086;1878;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;0;0;0;526;0;0;0;847;0;0;0;0;0;0;0;0
910;SL;Land;755223;508904;246318;1;583963;235876;10850;10295;573113;573668;159323;135134;208329;213777;56236;57629;46793;65945;30211;41130;31091;0;0;0;14936;11746;13840;9978;0;16231;0;1375;0;3419;2872;2531;0;0;0;0;0;0;0;0;201;357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8982;8116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2281;0;0;0;4019;0;0;0;0;0;0;0;299
999;Bund;Bund;61172771;37903207;23269038;526;46707343;22205363;488483;408956;46218860;46298387;10445920;8774920;12184096;11901558;4699926;4809233;4019565;5291013;2286070;2255864;6435380;6814408;2788048;2402827;1332710;1125667;540170;460431;160865;673669;1090;64360;60548;169587;152542;112129;10644;31763;2609;7184;36748;32790;7371;13672;22535;17820;2171;48496;652;3786;5446;14957;1962;17304;811;665;12672;47524;2095;7611;1890;17738;0;1399;732620;630153;6222;39868;1556;7491;515;7832;372;3488;873;12967;11005;11328;0;3228;0;9189;35027;55578;5422;211854;13421;22736;77594;164300;1086;192;251;1817;961;3967;549;110874
