Wkr-Nr.;Land;Wahlkreisname;Wahlberechtigte (A);Wahlberechtigte ohne Sperrvermerk (A1);Wahlberechtigte mit Sperrvermerk (A2);Wahlberechtigte nach § 25 Abs 2 BWO (A3);Wählende (B);Wählende mit Wahlschein (B1);Ungültige;Ungültig;Gültige;Gültig;CDU;CDU;SPD;SPD;AfD;AfD;FDP;FDP;DIE LINKE;DIE LINKE;GRÜNE;GRÜNE;CSU;CSU;FREIE WÄHLER;FREIE WÄHLER;Die PARTEI;Die PARTEI;Tierschutzpartei;Tierschutzpartei;HEIMAT;HEIMAT;PIRATEN;PIRATEN;ÖDP;ÖDP;V-Partei³;V-Partei³;DiB;DiB;BP;BP;Tierschutzallianz;Tierschutzallianz;MLPD;MLPD;Verjüngungsforschung;Verjüngungsforschung;MENSCHLICHE WELT;MENSCHLICHE WELT;DKP;DKP;Die Grauen;Die Grauen;BüSo;BüSo;Die Humanisten;Die Humanisten;Gartenpartei;Gartenpartei;du;du;SGP;SGP;dieBasis;dieBasis;Bündnis C;Bündnis C;BÜRGERBEWEGUNG;BÜRGERBEWEGUNG;III Weg;III Weg;Bündnis21;Bündnis21;LIEBE;LIEBE;LKR;LKR;PdF;PdF;LfK;LfK;SSW;SSW;Team Todenhöfer;Team Todenhöfer;UNABHÄNGIGE;UNABHÄNGIGE;Volt;Volt;Volksabstimmung;B*;sonstige;FAMILIE;Graue Panther;KlimalisteBW;THP;WGr/EB
;;;;;;;;;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen
75;BE;Berlin-Pankow;233069;159933;73136;0;135593;65614;1459;1251;134134;134342;23439;22455;21387;20245;19023;19426;4069;4932;19048;19157;35919;34836;0;0;1132;1087;3411;2947;4125;3866;0;86;852;622;322;241;0;93;0;0;0;0;0;0;0;50;407;290;0;0;0;330;0;1355;0;44;0;260;0;0;0;263;;46;0;0;0;0;0;0;0;0;0;0;0;0;246;195;;0;;0;0;0;0;533;0;0;754;983;0;0;0;0;0;0;0;0
76;BE;Berlin-Reinickendorf;175195;117868;57327;0;114070;52002;2361;2118;111709;111952;32972;29580;26901;25740;12583;12731;8333;10331;5194;5067;15523;17477;0;0;2154;1569;1555;1329;3374;3276;0;96;0;348;270;146;0;78;0;0;0;0;0;0;0;22;0;232;0;0;0;58;1962;1817;0;21;0;179;0;0;0;105;;22;888;0;0;0;0;0;0;0;0;0;0;0;0;67;;0;;0;0;0;0;1216;0;0;0;445;0;0;0;0;0;0;0;0
77;BE;Berlin-Spandau – Charlottenburg Nord;179896;120748;59148;0;122863;53611;3048;2908;119815;119955;28647;26158;39062;32853;12440;12780;9954;11798;6484;6074;14004;17193;0;0;0;1077;2392;1882;4358;4228;0;115;0;480;281;232;0;89;0;0;0;0;0;0;97;48;0;365;0;0;0;59;0;1569;0;52;0;217;0;0;0;168;;30;1579;0;0;0;0;0;0;0;200;0;0;0;132;91;;0;;0;0;0;0;1849;0;0;0;548;0;0;0;0;0;0;0;185
78;BE;Berlin-Steglitz-Zehlendorf;217506;119304;98202;0;171803;90966;2261;2223;169542;169580;48530;39905;41371;40677;9277;10036;14929;20813;7196;8076;37751;38460;0;0;1398;1335;1995;1669;3787;3326;0;55;666;556;361;288;0;115;0;0;0;0;0;0;0;13;398;328;0;0;0;55;0;1177;0;48;0;262;0;0;0;164;;28;1749;0;0;0;0;0;0;0;0;0;0;0;134;95;;0;;0;0;0;0;1010;0;0;0;1089;0;0;0;0;0;0;0;0
79;BE;Berlin-Charlottenburg-Wilmersdorf;195586;121541;74045;0;133235;67668;1419;1436;131816;131799;33023;29035;33723;28894;7062;7950;10222;13934;7417;8638;33119;35201;0;0;1109;788;1668;1476;2222;2101;0;35;504;398;170;157;0;62;0;0;0;0;0;0;0;20;0;105;0;0;0;79;0;623;0;35;253;243;0;0;0;123;;17;1100;0;0;0;0;0;0;0;0;0;0;0;102;71;;0;;0;0;0;0;893;0;0;0;921;0;0;0;0;0;0;0;122
80;BE;Berlin-Tempelhof-Schöneberg;231477;136349;95128;0;172069;87571;2613;2731;169456;169338;37902;31751;45220;41215;10013;10921;12041;15633;10177;12706;42680;42791;0;0;1567;1449;2313;2009;4061;3736;0;84;849;644;406;310;0;126;0;0;0;0;0;0;0;41;0;325;301;0;0;117;0;1377;0;66;0;233;0;0;0;226;;36;1808;0;0;0;0;0;0;0;0;0;0;0;118;98;;0;;0;0;0;0;2350;0;0;0;1094;0;0;0;0;0;0;0;0
81;BE;Berlin-Neukölln;196593;126836;69757;0;134004;63148;2926;2480;131078;131524;25173;22400;33880;31498;10047;10089;8240;9325;16943;15616;25790;29474;0;0;0;961;2600;1973;3841;3226;0;98;0;451;0;169;0;77;0;0;0;0;0;0;171;87;0;275;0;0;0;120;0;1135;0;61;0;197;0;0;0;264;;34;1236;0;0;0;0;0;0;0;0;0;0;0;136;115;;0;;0;0;0;2326;3234;0;0;0;645;0;0;251;0;0;0;0;444
82;BE;Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost;218824;139014;79810;0;151276;73293;1644;1507;149632;149769;12706;11990;24416;26326;6999;7379;6784;7834;27024;27862;56602;55147;0;0;0;650;7859;3672;2902;2754;0;43;851;670;225;201;0;118;0;0;0;0;0;0;170;99;0;198;0;0;0;262;0;739;0;36;448;337;0;0;370;348;;42;1640;0;0;0;0;0;0;0;0;0;0;0;0;47;;0;;0;0;0;0;1801;0;0;0;1214;0;192;0;0;0;0;0;444
83;BE;Berlin-Treptow-Köpenick;206999;127612;79387;0;156625;72603;2450;2754;154175;153871;21016;20562;23684;35690;17978;19322;8950;12190;54548;24609;15806;24686;0;0;2331;2133;2518;2957;4565;4799;0;378;0;596;447;314;0;123;0;0;0;0;0;0;153;92;0;549;0;0;0;264;0;2137;0;90;0;351;0;0;0;218;;34;1785;0;0;0;0;0;0;0;0;0;0;0;394;269;;0;;0;0;0;0;726;0;0;0;782;0;0;0;0;0;0;0;0
84;BE;Berlin-Marzahn-Hellersdorf;198002;133735;64267;0;133719;59002;2658;2870;131061;130849;38914;21887;18901;29991;20980;22665;5859;9372;28572;20755;8064;11207;0;0;0;1301;2665;2108;5375;4990;0;404;0;531;0;140;0;87;0;0;0;0;0;0;143;84;0;709;0;0;0;298;0;2434;0;97;0;284;0;0;0;178;;48;1408;0;0;0;0;0;0;0;0;0;0;0;180;164;;0;;0;0;0;0;509;0;0;0;606;0;0;0;0;0;0;0;0
85;BE;Berlin-Lichtenberg;200461;131034;69427;0;143826;63892;2719;2659;141107;141167;17696;16891;27413;32403;17415;17916;8463;9796;36409;25840;19179;21777;0;0;2443;1857;3818;2906;5821;4823;0;294;0;705;284;212;0;99;0;0;0;0;0;0;195;106;0;712;0;0;0;349;0;2130;0;79;0;339;0;0;0;210;;49;1768;0;0;0;0;0;0;0;0;0;0;0;203;126;;0;;0;0;0;0;620;0;0;0;928;0;0;0;0;0;0;0;0
911;BE;Land;2460618;1568711;891907;0;1709738;815794;27619;26793;1682119;1682945;339234;289140;366569;374413;151449;159025;106292;136998;238776;194010;346880;370735;0;0;12134;14953;35579;27199;47131;43598;0;1766;4531;6580;2965;2613;0;1178;0;0;0;0;0;0;1122;750;805;4297;301;0;0;2187;1962;17304;0;665;1097;3235;0;0;370;2512;0;428;16770;0;0;0;0;0;0;0;200;0;0;0;1726;1401;0;0;0;0;0;0;2326;17487;0;0;2044;10471;0;192;251;0;0;0;0;1413
86;NW;Aachen I;176306;99057;77249;0;140020;74413;1107;727;138913;139293;35562;31772;33087;30588;5314;5427;10906;15032;6161;7453;41942;40421;0;0;849;531;3058;1632;0;1151;0;44;0;542;0;224;0;104;0;0;0;0;0;0;0;30;0;72;0;0;0;42;0;0;0;0;0;268;0;0;0;70;;22;1502;1342;0;53;0;0;0;0;0;0;0;88;0;25;;33;;67;0;0;0;871;0;0;0;1389;0;0;0;0;0;0;0;532
87;NW;Aachen II;226420;142266;84152;2;170670;80250;1883;1583;168787;169087;54808;49838;58189;53408;12632;12409;12055;17892;4496;5259;19976;19918;0;0;2034;1131;2893;1584;0;2525;0;189;0;613;0;187;0;86;0;0;0;0;0;0;0;23;0;188;0;0;0;21;0;0;0;0;0;113;0;0;0;75;;17;1704;1587;0;43;0;0;0;0;0;0;0;264;0;18;;52;;164;0;0;0;1012;0;0;0;471;0;0;0;0;0;0;0;0
88;NW;Heinsberg;192346;128073;64271;2;145368;61096;1649;1397;143719;143971;57095;46466;37249;38822;10965;11359;10691;16023;3608;4529;15368;16858;0;0;2288;1375;4901;1929;0;2334;0;209;0;532;0;87;0;109;0;0;0;0;0;0;0;18;0;210;0;0;0;10;0;0;0;0;0;75;0;0;0;70;;14;1554;1602;0;53;0;0;0;0;0;0;0;235;0;30;;47;;155;0;0;0;438;0;0;0;382;0;0;0;0;0;0;0;0
89;NW;Düren;199656;119704;79952;0;153645;76085;1707;1516;151938;152129;55719;46217;46734;44058;12947;13171;11237;17104;3449;4570;14174;16951;0;0;2196;1296;2298;1387;0;2465;0;179;1146;730;0;88;0;84;0;0;0;0;0;0;0;12;0;222;0;0;0;32;0;0;0;0;0;87;0;0;0;90;;10;1565;1545;0;162;0;0;0;0;0;0;0;260;0;34;;54;;166;0;0;0;641;473;0;0;514;0;0;0;0;0;0;0;0
90;NW;Rhein-Erft-Kreis I;249035;144784;104251;0;194862;99318;1909;1461;192953;193401;63635;55068;58858;54714;13537;13417;17542;24227;5889;5682;25409;27566;0;0;2132;1439;0;1446;0;2767;0;167;2860;1237;0;100;0;99;0;0;0;0;0;0;0;27;0;215;0;0;0;32;0;0;0;0;0;147;0;0;0;93;;20;2218;1762;0;65;0;0;0;0;0;0;873;471;0;52;;70;;183;0;0;0;1627;0;0;0;708;0;0;0;0;0;0;0;0
91;NW;Euskirchen – Rhein-Erft-Kreis II;249198;147877;101321;0;192814;96642;2031;1540;190783;191274;65981;58081;50892;50949;14999;14894;19805;23314;4993;5730;25005;26161;0;0;2724;1628;2690;1631;0;2828;0;150;1189;825;0;133;0;132;0;0;0;0;0;0;0;22;0;271;0;0;0;23;0;0;0;0;0;138;0;0;0;87;;19;2505;2187;0;95;0;0;0;0;0;0;0;290;0;52;;72;;238;0;0;0;740;0;0;0;584;0;0;0;0;0;0;0;0
92;NW;Köln I;190630;106394;84236;0;140901;80459;1097;821;139804;140080;31636;27695;38985;36933;8789;8363;11490;15040;7213;8267;33405;33501;0;0;1108;753;2768;1607;0;1704;0;76;0;548;0;88;0;109;0;0;0;0;0;0;181;64;0;127;0;0;0;43;0;0;0;0;0;152;0;0;0;116;;15;1615;1327;0;72;0;0;0;0;0;0;0;173;0;27;;67;;105;0;0;0;1768;0;0;2353;1340;0;0;0;0;0;0;0;261
93;NW;Köln II;242483;109910;132573;0;204955;127990;972;622;203983;204333;50918;41834;40103;43193;5587;5891;16950;26470;8771;10399;70658;65240;0;0;1369;792;3312;1898;0;1646;0;53;0;558;0;159;0;165;0;0;0;0;0;0;117;31;0;127;0;0;82;36;0;0;0;0;0;182;0;0;0;104;;12;2005;1773;0;83;0;0;0;0;0;0;0;110;0;39;;64;;102;0;0;0;1049;0;0;4111;2323;0;0;0;0;0;0;0;0
94;NW;Köln III;204539;111018;93521;0;155242;89656;1107;840;154135;154402;28674;27485;46149;39901;8015;7876;10708;13845;8435;9903;43600;44407;0;0;1100;684;3143;1784;0;1846;0;73;0;466;0;121;0;119;0;0;0;0;0;0;113;72;0;139;0;0;0;43;0;0;0;0;0;135;0;0;0;140;;11;1831;1605;0;52;0;0;0;0;0;0;0;142;0;35;;48;;109;0;0;0;1937;0;0;2108;1424;0;0;0;0;0;0;0;259
95;NW;Bonn;230215;127581;102634;0;185557;97000;1447;1113;184110;184444;44872;41551;46251;41641;7448;7750;23198;21902;6675;10026;46467;50174;0;0;1183;897;2700;1661;0;1371;0;51;0;611;0;162;0;130;0;0;0;0;0;0;138;57;0;113;0;0;0;47;0;0;0;0;0;196;0;0;0;68;;12;2101;1823;0;106;0;0;0;0;0;0;0;118;158;75;;53;;77;0;0;0;1817;0;0;2919;1955;0;0;0;0;0;0;0;0
96;NW;Rhein-Sieg-Kreis I;238627;141889;96738;0;188217;92533;1751;1393;186466;186824;60776;51474;53213;49529;13045;13604;16604;23122;6242;6353;26270;29305;0;0;1929;1392;3828;2067;0;3021;0;164;0;804;0;156;0;134;0;0;0;0;0;0;0;19;0;223;0;0;0;19;0;0;0;0;0;153;0;0;0;87;;23;2951;2583;0;220;0;0;0;0;0;0;0;278;0;46;;52;;154;0;0;0;921;0;0;1006;921;602;0;0;0;0;0;0;0
97;NW;Rhein-Sieg-Kreis II;216063;121492;94571;0;176637;90938;1317;1216;175320;175421;70144;51795;41004;41753;10385;10551;13914;23435;4607;5687;26956;31027;0;0;1697;1303;2537;1530;0;2215;0;112;0;599;0;166;0;128;0;0;0;0;0;0;0;20;0;196;0;0;0;11;0;0;0;0;0;135;0;0;0;59;;10;2285;2111;0;169;0;0;0;0;0;0;0;223;167;78;;61;;170;0;0;0;855;0;0;1140;1022;484;0;0;0;0;0;0;0
98;NW;Oberbergischer Kreis;206640;136553;70087;0;160146;66598;1639;1472;158507;158674;53757;44018;42461;42413;15071;15211;15636;19796;4587;5153;19015;19959;0;0;2246;1434;2887;1622;0;2426;0;153;0;652;0;183;0;89;0;0;0;0;0;0;0;25;0;221;0;0;0;15;0;0;0;0;0;104;0;0;0;78;;18;2847;2809;0;699;0;0;0;0;0;0;0;236;0;34;;110;;178;0;0;0;635;0;0;0;403;0;0;0;0;0;0;0;0
99;NW;Rheinisch-Bergischer Kreis;217193;118245;98948;0;176933;95022;1349;1037;175584;175896;52714;48224;39827;44429;9518;10051;29576;24373;4845;5222;31626;32285;0;0;3632;1697;0;1419;0;2199;0;100;0;554;0;115;0;119;0;0;0;0;0;0;0;27;0;208;0;0;0;22;0;0;0;0;0;127;0;0;0;76;;9;2455;2247;0;132;0;0;0;0;0;0;0;223;0;34;;41;;157;0;0;0;662;0;0;1391;1144;0;0;0;0;0;0;0;0
100;NW;Leverkusen – Köln IV;209102;128510;80592;0;154163;77060;1403;1163;152760;153000;31197;33246;69662;44586;10797;10966;11050;15931;5657;7318;17290;29329;0;0;1479;918;2782;2076;0;2081;0;123;0;664;0;112;0;139;0;0;0;0;0;0;212;96;0;216;0;0;0;36;0;0;0;0;0;124;0;0;0;98;;24;2222;1715;0;100;0;0;0;0;0;0;0;195;0;36;;57;;149;0;0;0;1669;0;0;0;996;0;0;0;0;0;0;0;412
101;NW;Wuppertal I;202528;138309;64219;0;146699;60508;1741;1300;144958;145399;31960;30527;54065;42421;11995;12090;13756;15970;6742;8055;18932;25388;0;0;1544;964;2665;1674;0;2159;0;167;0;533;0;97;0;126;0;0;0;0;0;0;203;122;0;152;0;0;0;58;0;0;0;0;0;123;0;0;0;78;;30;2068;1733;0;115;0;0;0;0;0;0;0;167;0;27;;49;;129;0;0;0;1713;0;0;1028;732;0;0;0;0;0;0;0;0
102;NW;Solingen – Remscheid – Wuppertal II;220204;143165;77038;1;163495;72933;1526;1277;161969;162218;44778;39413;52852;48196;12335;12506;17406;20256;5099;6076;20967;24296;0;0;1662;1086;3398;2044;0;2521;0;143;0;624;0;99;0;118;0;0;0;0;0;0;169;80;0;194;0;0;0;17;0;0;0;0;0;174;0;0;0;56;;13;2233;1913;0;83;0;0;0;0;0;0;0;260;0;30;;70;;168;0;0;0;1312;0;0;0;470;0;0;0;0;0;0;0;1070
103;NW;Mettmann I;203030;118521;84509;0;159457;80783;1561;1149;157896;158308;47326;43354;39326;42385;10704;10658;14873;21083;4252;4956;36095;25430;0;0;1818;1117;0;1474;0;2260;0;130;0;652;0;104;0;119;0;0;0;0;0;0;0;22;0;208;0;0;0;21;0;0;0;0;0;94;0;0;0;72;;14;1845;1632;0;98;0;0;0;0;0;0;0;215;0;46;;77;;195;0;0;0;1321;0;0;0;571;0;0;0;0;0;0;0;1657
104;NW;Mettmann II;160175;98165;62010;0;123769;59283;1172;877;122597;122892;38429;33254;37635;34409;8894;9104;11158;16235;3395;3887;17730;18112;0;0;1166;759;2258;1293;0;1656;0;109;0;613;0;79;0;82;0;0;0;0;0;0;99;59;0;183;0;0;0;12;0;0;0;0;0;85;0;0;0;58;;15;1366;1210;221;154;0;0;0;0;0;0;0;138;65;37;;34;;152;0;0;0;851;0;0;0;312;0;0;0;0;0;0;0;181
105;NW;Düsseldorf I;220827;120241;100581;5;175110;95481;1162;807;173948;174303;54158;44892;38955;38195;7002;7495;24242;27743;5094;6741;36926;39452;0;0;1089;851;2531;1561;0;1635;0;84;0;516;0;110;0;145;0;0;0;0;0;0;104;49;0;143;0;0;0;45;0;0;0;0;0;165;0;0;0;89;;12;1802;1535;0;42;0;0;0;0;0;0;0;139;76;42;;52;;147;0;0;0;1315;0;0;1546;1108;0;0;0;0;0;0;0;423
106;NW;Düsseldorf II;190102;114750;75347;5;142287;71299;1153;855;141134;141432;34801;31639;41169;35671;8214;8503;14143;17335;5418;6931;30201;31524;0;0;1307;859;2967;1572;0;1831;0;81;0;517;0;90;0;129;0;0;0;0;0;0;176;66;0;147;0;0;0;62;0;0;0;0;0;141;0;0;0;77;;16;1549;1280;0;49;0;0;0;0;0;0;0;143;0;28;;55;;139;0;0;0;1674;0;0;1189;873;0;0;0;0;0;0;0;0
107;NW;Neuss I;213250;126552;86697;1;162167;83218;1605;1201;160562;160966;57445;48166;51391;43760;10801;11298;12932;20333;4153;4771;18051;21951;0;0;0;861;3617;1774;0;2367;0;132;0;607;0;108;0;149;0;0;0;0;0;0;0;29;0;231;0;0;0;44;0;0;0;0;0;125;0;0;0;72;;25;2052;1748;0;61;0;0;0;0;0;0;0;234;0;31;;50;;166;0;0;0;1393;0;0;0;480;0;0;0;0;0;0;0;120
108;NW;Mönchengladbach;185185;126924;58261;0;129646;54753;1707;1241;127939;128405;45550;36555;37548;34877;9915;9641;10957;15459;0;4927;17302;18166;0;0;1422;850;3105;1562;0;2013;0;190;0;467;0;111;0;122;0;0;0;0;0;0;0;24;0;166;0;0;319;86;0;0;0;0;0;109;0;0;0;74;;12;1821;1343;0;33;0;0;0;0;0;0;0;211;0;22;;49;;119;0;0;0;907;0;0;0;310;0;0;0;0;0;0;0;0
109;NW;Krefeld I – Neuss II;200048;122885;77163;0;155726;73936;1520;1132;154206;154594;51500;45635;39253;39407;9150;9342;18781;22069;4319;4680;24383;24014;0;0;1980;981;2918;1610;0;2111;0;108;0;580;0;117;0;119;0;0;0;0;0;0;163;44;0;155;0;0;0;45;0;0;0;0;0;103;0;0;0;65;;16;1759;1528;0;94;0;0;0;0;0;0;0;201;0;33;;36;;147;0;0;0;975;0;0;0;379;0;0;0;0;0;0;0;0
110;NW;Viersen;227166;139576;87590;0;175085;83942;1740;1333;173345;173752;62123;52896;47806;46375;10312;10357;15140;22281;5558;5203;24394;25673;0;0;2253;1327;3819;2140;0;2618;0;140;0;632;0;183;0;120;0;0;0;0;0;0;0;31;0;197;0;0;0;22;0;0;0;0;0;133;0;0;0;82;;12;1940;1808;0;93;0;0;0;0;0;0;0;228;0;33;;54;;155;0;0;0;582;0;0;0;377;0;0;0;0;0;0;0;0
111;NW;Kleve;225463;139921;85539;3;171093;82188;1628;1326;169465;169767;63701;54793;48142;47837;9788;9632;14821;19542;4235;4728;23477;23587;0;0;3409;1488;0;1438;0;2386;0;150;0;605;0;115;0;107;0;0;0;0;0;0;0;28;0;224;0;0;0;17;0;0;0;0;0;121;0;0;0;77;;15;1892;1628;0;60;0;0;0;0;0;0;0;241;0;28;;60;;167;0;0;0;297;0;0;0;396;0;0;0;0;0;0;0;0
112;NW;Wesel I;206270;129067;77203;0;160625;74261;1460;1128;159165;159497;47448;42544;54488;53277;10842;10994;14452;17302;4598;5103;19928;20629;0;0;1376;966;3907;2079;0;2468;0;134;0;515;0;92;0;81;0;0;0;0;0;0;127;65;0;205;0;0;0;19;0;0;0;0;0;84;0;0;0;73;;16;1999;1444;0;92;0;0;0;0;0;0;0;226;0;37;;52;;162;0;0;0;629;0;0;0;209;0;0;0;0;0;0;0;0
113;NW;Krefeld II – Wesel II;175852;113109;62742;1;131664;60104;1378;1048;130286;130616;37033;32316;45852;41476;9077;9189;10954;14899;4100;4703;17398;19539;0;0;1186;818;2863;1507;0;1915;0;103;0;506;0;70;0;89;0;0;0;0;0;0;125;78;0;143;0;0;0;27;0;0;0;0;0;113;0;0;0;71;;16;1698;1362;0;88;0;0;0;0;0;0;0;189;0;38;;41;;119;0;0;0;969;0;0;0;232;0;0;0;0;0;0;0;0
114;NW;Duisburg I;163394;103120;60274;0;118600;56873;1320;1006;117280;117594;24299;23166;47314;41308;11101;9802;8203;10593;5500;5580;16777;17912;0;0;1470;780;0;1482;0;2135;0;149;0;487;0;79;0;112;0;0;0;0;0;0;489;148;0;156;0;0;0;46;0;0;0;0;0;128;0;0;0;79;;22;1395;1081;0;75;0;0;0;0;0;0;0;158;0;28;;35;;142;0;0;0;1603;0;0;0;308;0;0;0;0;0;0;0;732
115;NW;Duisburg II;155265;111403;43862;0;98339;40860;1530;1173;96809;97166;19404;18168;38162;35842;13361;11834;6901;7913;4889;4508;10518;10287;0;0;1263;674;0;1235;0;2022;0;236;0;379;0;56;0;90;0;0;0;0;0;0;313;172;0;164;0;0;0;41;0;0;0;0;0;81;0;0;0;63;;15;1007;755;0;73;0;0;0;0;0;0;0;186;0;26;;38;;128;0;0;0;1980;547;0;0;200;0;0;0;0;0;0;0;444
116;NW;Oberhausen – Wesel III;199156;127722;71434;0;145232;68555;1478;1216;143754;144016;32277;30770;55790;53034;13601;13099;10132;13573;4908;5613;17171;17945;0;0;1378;847;6464;2199;0;2473;0;182;0;515;0;100;454;154;0;0;0;0;0;0;145;71;0;201;0;0;0;28;0;0;0;0;0;87;0;0;0;54;;20;1434;1064;0;74;0;0;0;0;0;0;0;209;0;22;;45;;167;0;0;0;1113;0;0;0;357;0;0;0;0;0;0;0;0
117;NW;Mülheim – Essen I;182895;118259;64636;0;139658;61654;1503;1069;138155;138589;33090;32698;50168;46084;11704;11135;11884;15188;3663;4494;19547;20232;0;0;1105;677;2870;1613;0;2126;0;125;0;450;0;81;0;88;0;0;0;0;0;0;158;72;0;186;0;0;139;58;0;0;0;0;0;98;0;0;0;56;;21;1584;1224;0;87;0;0;0;0;0;0;0;184;0;40;;34;;120;0;0;0;1080;0;0;0;338;0;0;0;0;0;0;0;2243
118;NW;Essen II;156298;111541;44757;0;105472;42699;1274;1063;104198;104409;23735;21039;39410;35363;12015;11521;6976;9531;4325;4525;12647;13971;0;0;1202;639;2414;1421;0;1924;0;132;0;349;0;57;0;74;0;0;0;0;0;0;197;142;0;155;0;0;169;94;0;0;0;0;0;95;0;0;0;60;;16;1108;840;0;64;0;0;0;0;0;0;0;190;0;32;;35;;122;0;0;0;1718;0;0;0;300;0;0;0;0;0;0;0;0
119;NW;Essen III;190335;113121;77214;0;152860;73940;1013;797;151847;152063;46635;37053;45612;42629;8225;8398;10871;17995;5030;6117;28745;30764;0;0;1685;845;2931;1718;0;2005;0;90;0;443;0;89;0;116;0;0;0;0;0;0;109;64;0;129;0;0;172;90;0;0;0;0;0;137;0;0;0;61;;15;1695;1521;0;78;0;0;0;0;0;0;0;151;137;60;;40;;99;0;0;0;852;0;0;0;504;0;0;0;0;0;0;0;0
120;NW;Recklinghausen I;165193;101371;63822;0;121640;60644;1121;903;120519;120737;30845;27988;49437;42552;11087;10927;8481;11989;3605;4239;12833;15180;0;0;0;594;2722;1526;0;1961;0;152;0;473;0;60;0;80;0;0;0;0;0;0;128;87;0;164;0;0;99;40;0;0;0;0;0;72;0;0;0;62;;16;1282;966;0;69;0;0;0;0;0;0;0;170;0;33;;42;;140;0;0;0;913;0;0;0;242;0;0;0;0;0;0;0;0
121;NW;Recklinghausen II;186413;115589;70824;0;137841;67011;1467;1103;136374;136738;38325;33610;51050;48563;13108;12522;11283;13571;3881;4084;14836;15627;0;0;0;634;3509;1555;0;2368;0;170;0;548;0;72;0;91;0;0;0;0;0;0;215;81;0;217;0;0;167;29;0;0;0;0;0;79;0;0;0;56;;10;0;1093;0;62;0;0;0;0;0;0;0;207;0;32;;44;;117;0;0;0;1094;0;0;0;202;0;0;0;0;0;0;0;0
122;NW;Gelsenkirchen;168496;120141;48355;0;112317;46039;1233;1033;111084;111284;21954;22091;44965;41326;15555;14204;9014;9721;3559;3853;11286;11170;0;0;1054;723;1904;1245;0;2572;0;181;0;394;0;51;0;70;0;0;0;0;0;0;356;222;0;176;0;0;0;28;0;0;0;0;0;69;0;0;0;51;;13;1118;775;0;55;0;0;0;0;0;0;0;184;0;21;;22;;128;0;0;0;1753;0;0;0;186;0;0;0;0;0;0;0;319
123;NW;Steinfurt I – Borken I;202388;131855;70533;0;156894;67559;1176;975;155718;155919;62322;52625;44047;44788;8482;8385;14515;17783;3699;4469;18743;20525;0;0;1473;937;2437;1354;0;1510;0;130;0;521;0;84;0;72;0;0;0;0;0;0;0;19;0;137;0;0;0;15;0;0;0;0;0;95;0;0;0;52;;15;0;1050;0;60;0;0;0;0;0;0;0;163;0;23;;53;;130;0;0;0;432;0;0;0;492;0;0;0;0;0;0;0;0
124;NW;Bottrop – Recklinghausen III;199344;131897;67447;0;148734;64612;1378;1111;147356;147623;39834;36814;57560;51637;14075;13899;11352;14647;3887;4484;15144;16434;0;0;0;661;3283;1757;0;2536;0;150;0;526;0;200;0;89;0;0;0;0;0;0;108;78;0;200;0;0;514;236;0;0;0;0;0;85;0;0;0;76;;17;1373;1048;0;31;0;0;0;0;0;0;0;232;226;81;;50;;152;0;0;0;1246;0;0;0;257;0;0;0;0;0;0;0;0
125;NW;Borken II;201103;130266;70837;0;162159;68081;1260;883;160899;161276;70334;59102;40851;42303;7909;7724;13404;19081;3928;3914;20028;21738;0;0;1650;1056;2795;1324;0;1517;0;75;0;486;0;116;0;86;0;0;0;0;0;0;0;22;0;163;0;0;0;27;0;0;0;0;0;78;0;0;0;69;;9;0;1219;0;68;0;0;0;0;0;0;0;176;0;31;;45;;140;0;0;0;396;0;0;0;311;0;0;0;0;0;0;0;0
